,Unnamed: 0,word,label_GPT3,label_ChatGPT_prompt,label_ChatGPT_chat,label_Ground_truth
960,960,Sea,c,c,c,c
961,961,',c,c,c,c
962,962,.,c,c,c,c
963,963,Above,c,c,c,c
964,964,all,c,c,c,c
965,965,",",c,c,c,c
966,966,realistic,c,c,c,c
967,967,stories,c,c,c,c
968,968,teach,c,c,c,c
969,969,me,c,c,c,c
970,970,something,c,c,c,c
971,971,of,c,c,c,i
972,972,the,c,c,c,c
973,973,life,c,c,c,c
974,974,",",c,c,c,c
975,975,or,c,c,c,c
976,976,at,c,c,c,c
977,977,least,c,c,c,c
978,978,influence,c,c,c,c
979,979,me,c,c,c,c
980,980,.,c,c,c,c
981,981,As,c,c,c,c
982,982,far,c,c,c,c
983,983,as,c,c,c,c
984,984,I,c,c,c,c
985,985,'m,c,c,c,c
986,986,concerned,c,c,c,c
987,987,",",c,c,c,c
988,988,my,c,c,c,c
989,989,behaviour,c,c,c,c
990,990,and,c,c,c,c
991,991,attitudes,c,c,c,c
992,992,towards,c,c,c,c
993,993,a,c,c,c,c
994,994,difficult,c,c,c,c
995,995,situation,c,c,c,c
996,996,began,c,c,c,c
997,997,to,c,c,c,c
998,998,change,c,c,c,c
999,999,after,c,c,c,c
1000,1000,reading,c,c,c,c
1001,1001,this,c,c,c,c
1002,1002,book,c,c,c,c
1003,1003,.,c,c,c,c
1004,1004,Here,c,c,c,c
1005,1005,",",c,c,c,c
1006,1006,the,c,c,c,c
1007,1007,fishman,c,c,c,c
1008,1008,is,c,c,c,c
1009,1009,very,c,c,c,c
1010,1010,old,c,c,c,c
1011,1011,",",c,c,c,c
1012,1012,but,c,c,c,c
1013,1013,he,c,c,c,c
1014,1014,is,c,c,c,c
1015,1015,still,c,c,c,c
1016,1016,challenging,c,c,c,c
1017,1017,to,c,c,c,c
1018,1018,everything,c,c,c,c
1019,1019,he,c,c,c,c
1020,1020,faces,c,c,c,c
1021,1021,.,c,c,c,c
1022,1022,When,c,c,c,c
1023,1023,he,c,c,c,c
1024,1024,caught,c,c,c,c
1025,1025,a,c,c,c,c
1026,1026,shark,c,c,c,c
1027,1027,which,c,c,c,c
1028,1028,was,c,c,c,c
1029,1029,bigger,c,c,c,c
1030,1030,than,c,c,c,c
1031,1031,the,c,c,c,c
1032,1032,ship,c,c,c,c
1033,1033,",",c,c,c,c
1034,1034,he,c,c,c,c
1035,1035,never,c,c,c,c
1036,1036,gave,c,c,c,c
1037,1037,up,c,c,c,c
1038,1038,taking,c,c,c,i
1039,1039,it,c,c,c,c
1040,1040,back,c,c,c,c
1041,1041,to,c,c,c,c
1042,1042,his,c,c,c,c
1043,1043,village,c,c,c,c
1044,1044,",",c,c,c,c
1045,1045,even,c,c,c,c
1046,1046,when,c,c,c,c
1047,1047,sharks,c,c,c,c
1048,1048,were,c,c,c,c
1049,1049,around,c,c,c,c
1050,1050,him,c,c,c,c
1051,1051,.,c,c,c,c
1052,1052,Real,c,c,c,c
1053,1053,stories,c,c,c,c
1054,1054,have,c,c,c,c
1055,1055,huge,c,c,c,c
1056,1056,impacts,i,c,c,c
1057,1057,on,c,c,c,c
1058,1058,me,c,c,c,c
1059,1059,",",c,c,c,c
1060,1060,and,c,c,c,c
1061,1061,affect,c,c,c,c
1062,1062,me,c,c,c,c
1063,1063,a,c,c,c,c
1064,1064,lot,c,c,c,c
1065,1065,",",c,c,c,c
1066,1066,often,c,c,c,c
1067,1067,in,c,c,c,c
1068,1068,good,c,c,c,c
1069,1069,ways,c,c,c,c
1070,1070,.,c,c,c,c
1071,1071,In,c,c,c,c
1072,1072,addition,c,c,c,c
1073,1073,to,c,c,c,c
1074,1074,that,c,c,c,c
1075,1075,",",c,c,c,c
1076,1076,realistic,c,c,c,c
1077,1077,stories,c,c,c,c
1078,1078,are,c,c,c,c
1079,1079,more,c,c,c,c
1080,1080,attractive,c,c,c,c
1081,1081,",",c,c,c,c
1082,1082,I,c,c,c,c
1083,1083,personally,c,c,c,c
1084,1084,do,c,c,c,c
1085,1085,n't,c,c,c,c
1086,1086,want,c,c,c,c
1087,1087,to,c,c,c,c
1088,1088,hear,c,c,c,c
1089,1089,stories,c,c,c,c
1090,1090,about,c,c,c,c
1091,1091,very,c,c,c,c
1092,1092,peculiar,c,c,c,c
1093,1093,incidents,c,c,c,c
1094,1094,as,c,c,c,c
1095,1095,I,c,c,c,c
1096,1096,know,c,c,c,c
1097,1097,they,c,c,c,c
1098,1098,can,c,c,c,c
1099,1099,not,c,c,c,c
1100,1100,be,c,c,c,c
1101,1101,true,c,c,c,c
1102,1102,.,c,c,c,c
1103,1103,But,c,c,c,c
1104,1104,",",c,c,c,c
1105,1105,while,c,c,c,c
1106,1106,reading,c,c,c,c
1107,1107,realistic,c,c,c,c
1108,1108,stories,c,c,c,c
1109,1109,",",c,c,c,c
1110,1110,I,c,c,c,c
1111,1111,just,c,c,c,c
1112,1112,fall,c,c,c,c
1113,1113,deep,c,c,c,c
1114,1114,into,c,c,c,c
1115,1115,the,c,c,c,c
1116,1116,story,c,c,c,c
1117,1117,",",c,c,c,c
1118,1118,into,c,c,c,c
1119,1119,the,c,c,c,c
1120,1120,writer,c,c,c,c
1121,1121,'s,c,c,c,c
1122,1122,own,c,c,c,c
1123,1123,world,c,c,c,c
1124,1124,.,c,c,c,c
1125,1125,Ernest,c,c,c,c
1126,1126,Hemingway,c,c,c,c
1127,1127,'s,c,c,c,c
1128,1128,sentences,c,c,c,c
1129,1129,are,c,c,c,c
1130,1130,precise,c,c,c,c
1131,1131,",",c,c,c,c
1132,1132,but,c,c,c,c
1133,1133,still,c,c,c,c
1134,1134,very,c,c,c,c
1135,1135,powerful,c,c,c,c
1136,1136,and,c,c,c,c
1137,1137,alive,c,c,c,c
1138,1138,.,c,c,c,c
1139,1139,So,c,c,c,c
1140,1140,when,c,c,c,c
1141,1141,I,c,c,c,c
1142,1142,read,c,c,c,c
1143,1143,other,c,c,c,i
1144,1144,sharks,c,c,c,c
1145,1145,eating,c,c,c,c
1146,1146,the,c,c,c,c
1147,1147,shark,c,c,c,c
1148,1148,the,c,c,c,c
1149,1149,old,c,c,c,c
1150,1150,man,c,c,c,c
1151,1151,had,c,c,c,c
1152,1152,caught,c,c,c,c
1153,1153,",",c,c,c,c
1154,1154,I,c,c,c,c
1155,1155,got,c,c,c,c
1156,1156,very,c,c,c,c
1157,1157,angry,c,c,c,c
1158,1158,and,c,c,c,c
1159,1159,annoyed,c,c,c,c
1160,1160,.,c,c,c,c
1161,1161,Realistic,c,c,c,c
1162,1162,stories,c,c,c,c
1163,1163,thus,c,c,c,c
1164,1164,",",c,c,c,c
1165,1165,develop,c,c,c,c
1166,1166,our,c,c,c,c
1167,1167,imagination,c,c,c,c
1168,1168,and,c,c,c,c
1169,1169,creativity,c,c,c,c
1170,1170,",",c,c,c,c
1171,1171,which,c,c,c,c
1172,1172,are,c,c,c,c
1173,1173,essential,c,c,c,c
1174,1174,in,c,c,c,c
1175,1175,our,c,c,c,c
1176,1176,lives,c,c,c,c
1177,1177,.,c,c,c,c
1178,1178,We,c,c,c,c
1179,1179,all,c,c,c,c
1180,1180,learn,c,c,c,c
1181,1181,from,c,c,c,c
1182,1182,reading,c,c,c,c
1183,1183,books,c,c,c,c
1184,1184,",",c,c,c,c
1185,1185,but,c,c,c,c
1186,1186,realistic,c,c,c,c
1187,1187,stories,c,c,c,c
1188,1188,have,c,c,c,c
1189,1189,more,c,c,c,c
1190,1190,influence,c,c,c,c
1191,1191,on,c,c,c,c
1192,1192,me,c,c,c,c
1193,1193,and,c,c,c,c
1194,1194,develop,c,c,c,c
1195,1195,my,c,c,c,c
1196,1196,personality,c,c,c,c
1197,1197,.,c,c,c,c
1198,1198,That,c,c,c,c
1199,1199,'s,c,c,c,c
1200,1200,why,c,c,c,c
1201,1201,I,c,c,c,c
1202,1202,prefer,c,c,c,c
1203,1203,realistic,c,c,c,c
1204,1204,stories,c,c,c,c
1205,1205,to,c,c,c,c
1206,1206,unusual,c,c,c,c
1207,1207,ones,c,c,c,c
1208,1208,.,c,c,c,c
1209,1209,17th,c,c,i,c
1210,1210,June,c,c,i,c
1211,1211,2000,c,c,i,c
1212,1212,Dear,c,c,c,c
1213,1213,Sir,c,c,c,c
1214,1214,",",c,c,c,c
1215,1215,I,c,c,c,c
1216,1216,would,c,c,c,c
1217,1217,like,c,c,c,c
1218,1218,to,c,c,c,c
1219,1219,complain,c,c,c,c
1220,1220,about,c,c,c,c
1221,1221,a,c,c,c,c
1222,1222,musical,c,c,c,c
1223,1223,show,c,c,c,c
1224,1224,.,c,c,c,c
1225,1225,Yours,c,c,c,c
1226,1226,sincerely,c,c,c,i
1227,1227,",",c,c,c,c
1228,1228,Boo,c,c,c,c
1229,1229,Sersuwan,c,c,c,c
1230,1230,.,c,c,c,c
1231,1231,I,c,c,c,c
1232,1232,think,c,c,c,c
1233,1233,in,c,c,c,c
1234,1234,the,c,c,c,c
1235,1235,next,c,c,c,c
1236,1236,100,c,c,c,c
1237,1237,years,c,c,c,c
1238,1238,people,c,c,c,c
1239,1239,will,c,c,c,c
1240,1240,wear,c,c,c,c
1241,1241,the,c,c,c,c
1242,1242,space,c,c,c,c
1243,1243,clothes,c,c,i,c
1244,1244,with,c,c,c,c
1245,1245,small,c,c,c,i
1246,1246,engine,c,c,c,c
1247,1247,in,c,c,c,c
1248,1248,the,c,c,c,c
1249,1249,back,c,c,c,c
1250,1250,.,c,c,c,c
1251,1251,because,i,c,c,c
1252,1252,of,c,c,c,c
1253,1253,the,c,c,c,c
1254,1254,atmosphere,c,c,c,c
1255,1255,.,c,c,c,c
1256,1256,The,c,c,c,c
1257,1257,atmosphere,c,c,c,c
1258,1258,in,c,c,c,i
1259,1259,the,c,c,c,c
1260,1260,earth,c,c,c,c
1261,1261,now,c,c,c,i
1262,1262,starting,i,c,i,i
1263,1263,badly,i,i,i,c
1264,1264,every,c,c,c,c
1265,1265,years,c,c,c,i
1266,1266,.,c,c,c,c
1267,1267,The,c,c,c,c
1268,1268,carbon,c,c,c,i
1269,1269,dioxide,c,c,i,c
1270,1270,are,i,c,c,i
1271,1271,growing,c,c,c,c
1272,1272,very,c,c,c,c
1273,1273,fast,c,c,c,c
1274,1274,and,c,c,c,c
1275,1275,people,c,c,c,c
1276,1276,cut,c,c,c,c
1277,1277,more,c,c,c,i
1278,1278,trees,c,c,c,c
1279,1279,",",c,c,c,c
1280,1280,therefore,c,i,c,c
1281,1281,not,c,c,c,i
1282,1282,enough,c,c,c,c
1283,1283,trees,c,c,c,c
1284,1284,to,c,c,c,c
1285,1285,such,i,i,c,i
1286,1286,carbon,c,c,c,c
1287,1287,dioxide,c,c,c,c
1288,1288,and,c,c,c,c
1289,1289,produce,c,c,c,c
1290,1290,oxygen,c,c,c,c
1291,1291,.,c,c,c,c
1292,1292,The,c,c,c,c
1293,1293,designer,c,c,c,i
1294,1294,will,c,c,c,c
1295,1295,have,c,c,c,c
1296,1296,a,c,c,c,c
1297,1297,lot,c,c,c,c
1298,1298,of,c,c,c,c
1299,1299,idea,i,c,c,i
1300,1300,for,c,c,c,i
1301,1301,how,c,c,c,c
1302,1302,to,c,c,c,c
1303,1303,make,c,c,c,c
1304,1304,very,c,c,c,c
1305,1305,nice,c,c,c,c
1306,1306,and,c,c,c,c
1307,1307,useful,c,c,c,c
1308,1308,clothes,c,c,c,c
1309,1309,.,c,c,c,c
1310,1310,I,c,c,c,c
1311,1311,think,c,c,c,c
1312,1312,if,c,c,c,c
1313,1313,we,c,c,c,c
1314,1314,wear,c,c,c,c
1315,1315,this,c,c,c,i
1316,1316,clothes,c,c,c,c
1317,1317,we,c,c,c,c
1318,1318,will,c,c,c,c
1319,1319,travel,c,c,c,c
1320,1320,to,c,c,c,c
1321,1321,every,c,c,c,i
1322,1322,where,c,c,c,i
1323,1323,easier,c,c,c,c
1324,1324,than,c,c,c,c
1325,1325,we,c,c,c,c
1326,1326,use,c,c,c,c
1327,1327,cars,c,c,c,c
1328,1328,",",c,c,c,c
1329,1329,ships,c,c,c,c
1330,1330,",",c,c,c,c
1331,1331,planes,c,c,c,c
1332,1332,and,c,c,c,c
1333,1333,space,c,c,c,i
1334,1334,ships,c,c,c,i
1335,1335,.,c,c,c,c
1336,1336,This,c,c,c,c
1337,1337,mean,i,c,c,i
1338,1338,the,c,c,c,c
1339,1339,engineering,c,c,c,c
1340,1340,will,c,c,c,c
1341,1341,find,c,c,c,c
1342,1342,the,c,c,c,c
1343,1343,way,c,c,c,c
1344,1344,to,c,c,c,c
1345,1345,useless,i,i,i,c
1346,1346,petrol,c,c,c,c
1347,1347,for,c,c,i,c
1348,1348,it,c,c,c,c
1349,1349,",",c,c,c,c
1350,1350,so,c,c,c,c
1351,1351,it,c,c,c,c
1352,1352,must,c,c,c,c
1353,1353,useful,i,c,c,c
1354,1354,in,c,c,c,c
1355,1355,the,c,c,c,c
1356,1356,future,c,c,c,c
1357,1357,.,c,c,c,c
1358,1358,I,c,c,c,c
1359,1359,think,c,c,c,c
1360,1360,somebody,c,c,c,c
1361,1361,will,c,c,c,c
1362,1362,make,c,c,c,c
1363,1363,a,c,c,c,c
1364,1364,very,c,c,c,c
1365,1365,big,c,c,c,c
1366,1366,area,c,c,c,c
1367,1367,to,c,c,c,c
1368,1368,grow,c,c,c,c
1369,1369,plant,c,c,c,i
1370,1370,because,c,c,c,i
1371,1371,they,c,c,c,c
1372,1372,can,c,c,c,c
1373,1373,sell,c,c,c,c
1374,1374,the,c,c,c,c
1375,1375,oxygen,c,c,c,c
1376,1376,.,c,c,c,c
1377,1377,This,c,c,c,c
1378,1378,is,c,c,c,i
1379,1379,a,c,c,c,c
1380,1380,new,c,c,c,c
1381,1381,business,c,c,c,c
1382,1382,.,c,c,c,c
1383,1383,Sometimes,c,c,c,c
1384,1384,being,c,c,c,c
1385,1385,famous,c,c,c,c
1386,1386,can,c,c,c,c
1387,1387,get,c,c,c,c
1388,1388,stress,i,c,i,i
1389,1389,",",c,c,c,c
1390,1390,everywhere,c,c,c,i
1391,1391,they,c,c,c,c
1392,1392,go,c,c,c,c
1393,1393,there,c,c,c,c
1394,1394,are,c,c,c,c
1395,1395,people,c,c,c,c
1396,1396,around,c,c,c,c
1397,1397,them,c,c,c,c
1398,1398,",",c,c,c,c
1399,1399,especially,c,c,c,c
1400,1400,journalists,c,c,c,c
1401,1401,",",c,c,c,c
1402,1402,trying,c,c,c,c
1403,1403,to,c,c,c,c
1404,1404,ask,c,c,c,c
1405,1405,millions,c,c,i,c
1406,1406,questions,c,c,c,i
1407,1407,.,c,c,c,c
1408,1408,Famous,c,c,c,c
1409,1409,people,c,c,c,c
1410,1410,deserve,c,c,c,c
1411,1411,to,c,c,c,c
1412,1412,have,c,c,c,c
1413,1413,freedom,c,c,c,c
1414,1414,to,c,c,c,c
1415,1415,do,c,c,c,c
1416,1416,whatever,c,c,c,c
1417,1417,they,c,c,c,c
1418,1418,want,c,c,c,c
1419,1419,",",c,c,c,c
1420,1420,but,c,c,c,c
1421,1421,it,c,c,c,c
1422,1422,is,c,c,c,c
1423,1423,quite,c,c,c,c
1424,1424,difficult,c,c,c,c
1425,1425,to,c,c,c,c
1426,1426,do,c,c,c,c
1427,1427,thing,i,c,i,i
1428,1428,in,c,c,c,c
1429,1429,a,c,c,c,c
1430,1430,public,c,c,c,c
1431,1431,places,i,i,i,c
1432,1432,",",c,c,c,c
1433,1433,because,c,c,c,c
1434,1434,nobody,c,c,c,c
1435,1435,like,i,c,i,i
1436,1436,famous,c,c,c,i
1437,1437,politicians,c,c,i,c
1438,1438,or,c,c,c,c
1439,1439,film,c,c,c,c
1440,1440,stars,c,c,c,c
1441,1441,without,c,c,c,c
1442,1442,asking,c,c,c,c
1443,1443,questions,c,c,c,c
1444,1444,.,c,c,c,c
1445,1445,On,c,c,c,c
1446,1446,the,c,c,c,c
1447,1447,whole,c,c,c,c
1448,1448,",",c,c,c,c
1449,1449,to,c,c,c,i
1450,1450,be,c,c,c,i
1451,1451,rich,c,c,c,c
1452,1452,and,c,c,c,c
1453,1453,famous,c,c,c,c
1454,1454,do,c,i,c,i
1455,1455,n't,c,c,c,c
1456,1456,always,c,c,c,c
1457,1457,bring,c,c,c,c
1458,1458,happeness,i,i,i,i
1459,1459,",",c,c,c,c
1460,1460,whereas,c,c,c,c
1461,1461,the,c,c,c,c
1462,1462,majority,c,c,c,c
1463,1463,of,c,c,c,c
1464,1464,the,c,c,c,c
1465,1465,population,c,c,c,c
1466,1466,wish,c,c,c,c
1467,1467,they,c,c,c,c
1468,1468,were,c,c,c,c
1469,1469,rich,c,c,c,c
1470,1470,and,c,c,c,c
1471,1471,famous,c,c,c,c
1472,1472,.,c,c,c,c
1473,1473,Dear,c,c,c,c
1474,1474,Sir,c,c,c,c
1475,1475,or,c,c,c,c
1476,1476,Madam,c,c,c,c
1477,1477,I,c,c,c,c
1478,1478,am,c,c,c,c
1479,1479,writing,c,c,c,c
1480,1480,to,c,c,c,c
1481,1481,complain,c,c,c,c
1482,1482,about,i,c,c,c
1483,1483,the,c,c,c,c
1484,1484,musical,c,c,c,c
1485,1485,show,c,c,c,c
1486,1486,"\""",c,c,c,c
1487,1487,Over,c,c,c,c
1488,1488,the,c,c,c,c
1489,1489,rainbow,c,c,c,c
1490,1490,"\""",c,c,c,c
1491,1491,which,c,c,c,c
1492,1492,was,c,c,c,c
1493,1493,performed,c,c,c,c
1494,1494,in,c,c,c,c
1495,1495,your,c,c,c,c
1496,1496,theatre,c,c,c,c
1497,1497,two,c,c,c,c
1498,1498,weeks,c,c,c,c
1499,1499,ago,c,c,c,c
1500,1500,.,c,c,c,c
1501,1501,I,c,c,c,c
1502,1502,went,c,c,c,c
1503,1503,to,c,c,c,c
1504,1504,see,c,c,c,c
1505,1505,it,c,c,c,c
1506,1506,on,c,c,c,c
1507,1507,5th,c,c,c,c
1508,1508,June,c,c,c,c
1509,1509,2000,c,c,c,c
1510,1510,.,c,c,c,c
1511,1511,First,c,c,c,c
1512,1512,of,c,c,c,c
1513,1513,all,c,c,c,c
1514,1514,that,c,c,c,i
1515,1515,evening,c,c,c,i
1516,1516,there,c,c,c,i
1517,1517,was,c,c,c,i
1518,1518,not,c,c,c,i
1519,1519,Danny,c,c,c,i
1520,1520,Brook,c,c,c,i
1521,1521,but,c,c,c,c
1522,1522,an,c,c,c,c
1523,1523,unknown,c,c,c,c
1524,1524,and,c,c,c,c
1525,1525,not,c,c,c,c
1526,1526,very,c,c,c,c
1527,1527,good,c,c,c,c
1528,1528,actor,c,c,c,c
1529,1529,.,c,c,c,c
1530,1530,Secondly,c,c,c,c
1531,1531,the,c,c,c,c
1532,1532,show,c,c,c,c
1533,1533,started,c,c,c,c
1534,1534,45,c,c,c,c
1535,1535,minutes,c,c,c,c
1536,1536,late,c,c,c,c
1537,1537,.,c,c,c,c
1538,1538,Then,c,c,c,c
1539,1539,at,c,c,c,c
1540,1540,the,c,c,c,c
1541,1541,tickets,c,c,c,i
1542,1542,-,c,c,c,i
1543,1543,office,c,c,i,c
1544,1544,I,c,c,c,c
1545,1545,was,c,c,c,c
1546,1546,said,c,c,c,i
1547,1547,that,c,c,c,c
1548,1548,no,c,c,c,c
1549,1549,discounts,c,c,c,c
1550,1550,were,c,c,c,c
1551,1551,available,c,c,c,c
1552,1552,so,c,c,c,c
1553,1553,I,c,c,c,c
1554,1554,had,c,c,c,c
1555,1555,to,c,c,c,c
1556,1556,pay,c,c,c,c
1557,1557,the,c,c,c,c
1558,1558,full,c,c,c,c
1559,1559,prize,c,c,c,i
1560,1560,despite,i,c,c,c
1561,1561,I,c,c,c,i
1562,1562,am,c,c,c,c
1563,1563,a,c,c,c,c
1564,1564,student,c,c,c,c
1565,1565,.,c,c,c,c
1566,1566,Finally,c,c,c,c
1567,1567,I,c,c,c,c
1568,1568,would,c,c,c,c
1569,1569,have,c,c,c,c
1570,1570,had,c,c,c,c
1571,1571,dinner,c,c,c,c
1572,1572,at,c,c,c,c
1573,1573,the,c,c,c,c
1574,1574,theatre,c,c,c,c
1575,1575,restaurant,c,c,c,c
1576,1576,if,c,c,c,c
1577,1577,it,c,c,c,c
1578,1578,had,c,c,c,c
1579,1579,not,c,c,c,c
1580,1580,been,c,c,c,i
1581,1581,already,c,c,c,i
1582,1582,closed,c,c,c,c
1583,1583,because,c,c,c,c
1584,1584,the,c,c,c,c
1585,1585,show,c,c,c,c
1586,1586,finished,c,c,c,c
1587,1587,",",c,c,c,c
1588,1588,obviously,c,c,c,c
1589,1589,",",c,c,c,c
1590,1590,late,c,c,c,c
1591,1591,.,c,c,c,c
1592,1592,I,c,c,c,c
1593,1593,am,c,c,c,c
1594,1594,really,c,c,c,c
1595,1595,not,c,c,c,c
1596,1596,satisfied,c,c,c,c
1597,1597,with,c,c,c,c
1598,1598,the,c,c,c,c
1599,1599,show,c,c,c,i
1600,1600,-,c,c,c,i
1601,1601,organization,c,c,i,i
1602,1602,particularly,c,c,c,c
1603,1603,because,c,c,c,c
1604,1604,in,c,c,c,c
1605,1605,the,c,c,c,c
1606,1606,advertisement,c,c,c,c
1607,1607,you,c,c,c,c
1608,1608,wrote,c,c,c,c
1609,1609,something,c,c,c,c
1610,1610,different,c,c,c,i
1611,1611,.,c,c,c,c
1612,1612,Without,c,c,c,c
1613,1613,any,c,c,c,c
1614,1614,thought,c,c,c,c
1615,1615,",",c,c,c,c
1616,1616,I,c,c,c,c
1617,1617,ran,c,c,c,c
1618,1618,quickly,c,c,c,c
1619,1619,like,c,c,c,c
1620,1620,a,c,c,c,c
1621,1621,swallow,c,c,c,c
1622,1622,.,c,c,c,c
1623,1623,Then,c,c,c,c
1624,1624,",",c,c,c,c
1625,1625,he,i,c,c,c
1626,1626,tried,c,c,c,c
1627,1627,to,c,c,c,c
1628,1628,go,c,c,c,c
1629,1629,over,c,c,c,c
1630,1630,the,c,c,c,c
1631,1631,wall,c,c,c,c
1632,1632,",",c,c,c,c
1633,1633,I,c,c,c,c
1634,1634,held,c,c,c,c
1635,1635,his,c,c,c,c
1636,1636,leg,c,c,c,c
1637,1637,.,c,c,c,c
1638,1638,He,c,c,c,c
1639,1639,fell,c,c,c,c
1640,1640,down,c,c,c,c
1641,1641,and,c,c,c,c
1642,1642,we,c,c,c,c
1643,1643,had,c,c,c,c
1644,1644,to,c,c,c,c
1645,1645,stare,c,c,c,c
1646,1646,at,c,c,c,c
1647,1647,each,c,c,c,c
1648,1648,other,c,c,c,c
1649,1649,.,c,c,c,c
1650,1650,After,c,c,c,c
1651,1651,we,c,c,c,c
1652,1652,fought,c,c,c,c
1653,1653,for,c,c,c,c
1654,1654,a,c,c,c,c
1655,1655,minute,c,c,c,c
1656,1656,",",c,c,c,c
1657,1657,I,c,c,c,c
1658,1658,was,c,c,c,c
1659,1659,able,c,c,c,c
1660,1660,to,c,c,c,c
1661,1661,arrest,c,c,c,c
1662,1662,him,c,c,c,c
1663,1663,.,c,c,c,c
1664,1664,As,c,c,c,c
1665,1665,a,c,c,c,c
1666,1666,result,c,c,c,c
1667,1667,",",c,c,c,c
1668,1668,I,c,c,c,c
1669,1669,could,c,c,c,c
1670,1670,go,c,c,c,c
1671,1671,on,c,c,c,c
1672,1672,vacation,c,c,c,c
1673,1673,.,c,c,c,c
1674,1674,When,c,c,c,c
1675,1675,I,c,c,c,c
1676,1676,said,c,c,c,i
1677,1677,to,c,c,c,i
1678,1678,my,c,c,c,c
1679,1679,mother,c,c,c,c
1680,1680,",",c,c,c,c
1681,1681,she,c,c,c,c
1682,1682,asked,c,c,c,c
1683,1683,me,c,c,c,c
1684,1684,not,c,c,c,c
1685,1685,to,c,c,c,c
1686,1686,do,c,c,c,c
1687,1687,it,c,c,c,c
1688,1688,again,c,c,c,c
1689,1689,.,c,c,c,c
1690,1690,But,c,c,c,c
1691,1691,",",c,c,c,c
1692,1692,I,c,c,c,c
1693,1693,was,c,c,c,c
1694,1694,a,c,c,c,c
1695,1695,police,c,c,c,i
1696,1696,-,c,c,c,i
1697,1697,man,c,c,c,i
1698,1698,.,c,c,c,c
1699,1699,Therefore,c,c,c,c
1700,1700,",",c,c,c,c
1701,1701,I,c,c,c,c
1702,1702,had,c,c,c,c
1703,1703,to,c,c,c,c
1704,1704,do,c,c,c,c
1705,1705,it,c,c,c,c
1706,1706,in,c,c,c,c
1707,1707,spite,c,c,c,c
1708,1708,of,c,c,c,c
1709,1709,it,c,c,c,c
1710,1710,being,c,c,c,c
1711,1711,dangerous,c,c,c,c
1712,1712,.,c,c,c,c
1713,1713,Dear,c,c,c,c
1714,1714,Competition,c,c,c,c
1715,1715,Organiser,c,c,c,c
1716,1716,",",c,c,c,c
1717,1717,I,c,c,c,c
1718,1718,am,c,c,c,c
1719,1719,writing,c,c,c,c
1720,1720,to,c,c,c,c
1721,1721,replay,i,i,i,i
1722,1722,your,c,c,c,i
1723,1723,letter,c,c,c,c
1724,1724,and,c,c,c,c
1725,1725,to,c,c,c,c
1726,1726,ask,c,c,c,c
1727,1727,more,c,c,c,i
1728,1728,details,c,c,c,c
1729,1729,about,c,c,c,c
1730,1730,the,c,c,c,c
1731,1731,competition,c,c,c,c
1732,1732,.,c,c,c,c
1733,1733,Firstly,c,c,c,c
1734,1734,",",c,c,c,c
1735,1735,I,c,c,c,c
1736,1736,would,c,c,c,c
1737,1737,like,c,c,c,c
1738,1738,to,c,c,c,c
1739,1739,say,c,c,c,c
1740,1740,that,c,c,c,c
1741,1741,I,c,c,c,c
1742,1742,'m,c,i,c,c
1743,1743,very,c,c,c,c
1744,1744,glad,c,c,c,c
1745,1745,to,c,c,c,c
1746,1746,have,c,c,c,c
1747,1747,been,c,c,c,c
1748,1748,choosen,c,i,i,i
1749,1749,and,c,c,c,c
1750,1750,I,c,c,c,c
1751,1751,will,c,c,c,c
1752,1752,do,c,c,c,c
1753,1753,my,c,c,c,c
1754,1754,best,c,c,c,c
1755,1755,for,c,c,c,c
1756,1756,this,c,c,c,c
1757,1757,competition,c,c,c,c
1758,1758,.,c,c,c,c
1759,1759,As,c,c,c,c
1760,1760,you,c,c,c,c
1761,1761,asked,c,c,c,c
1762,1762,in,c,c,c,c
1763,1763,the,c,c,c,c
1764,1764,letter,c,c,c,c
1765,1765,",",c,c,c,c
1766,1766,I,c,c,c,c
1767,1767,would,c,c,c,c
1768,1768,like,c,c,c,c
1769,1769,to,c,c,c,c
1770,1770,travel,c,c,c,c
1771,1771,only,c,c,c,c
1772,1772,on,c,c,c,i
1773,1773,july,i,i,i,i
1774,1774,because,c,c,c,c
1775,1775,I,c,c,c,c
1776,1776,work,c,c,c,c
1777,1777,at,c,c,c,c
1778,1778,the,c,c,c,c
1779,1779,central,c,c,c,c
1780,1780,library,c,c,c,c
1781,1781,and,c,c,c,c
1782,1782,I,c,c,c,c
1783,1783,'m,c,c,c,c
1784,1784,also,c,c,c,c
1785,1785,having,c,c,c,c
1786,1786,English,c,c,c,c
1787,1787,classes,c,c,c,c
1788,1788,",",c,c,c,c
1789,1789,so,c,c,c,c
1790,1790,I,c,c,c,c
1791,1791,will,c,c,c,c
1792,1792,just,c,c,c,c
1793,1793,have,c,c,c,c
1794,1794,holidays,c,c,c,c
1795,1795,on,c,c,c,i
1796,1796,July,c,c,c,c
1797,1797,.,c,c,c,c
1798,1798,Is,c,c,c,c
1799,1799,it,c,c,c,i
1800,1800,suitable,c,c,c,c
1801,1801,for,c,c,c,c
1802,1802,you,c,c,i,c
1803,1803,?,c,c,c,c
1804,1804,As,c,c,c,c
1805,1805,you,c,c,c,c
1806,1806,mentioned,c,c,c,c
1807,1807,about,i,c,c,c
1808,1808,the,c,c,c,c
1809,1809,accomodation,c,i,c,i
1810,1810,",",c,c,c,c
1811,1811,I,c,c,c,c
