,word,label
3978,2000,c
3979,Dear,c
3980,Ms,c
3981,Ryan,c
3982,",",c
3983,I,c
3984,am,c
3985,writing,c
3986,to,c
3987,reply,c
3988,your,c
3989,letter,c
3990,and,c
3991,I,c
3992,am,c
3993,so,c
3994,glad,c
3995,to,c
3996,win,c
3997,the,c
3998,prize,c
3999,.,c
4000,Thank,
4001,Secondly,c
4002,",",c
4003,I,c
4004,would,c
4005,prefer,c
4006,tents,c
4007,to,c
4008,log,c
4009,cabins,c
4010,.,c
4011,Camping,c
4012,is,c
4013,my,c
4014,enthusiasm,c
4015,and,c
4016,I,c
4017,sleep,c
4018,in,c
4019,tents,c
4020,every,c
4021,time,c
4022,I,c
4023,go,c
4024,camping,c
4025,.,c
4026,Therefore,c
4027,",",c
4028,I,c
4029,am,c
4030,afraid,c
4031,I,c
4032,ca,i
4033,n't,c
4034,get,c
4035,used,c
4036,to,c
4037,log,c
4038,cabins,c
4039,easily,c
4040,.,c
4041,Besides,c
4042,camping,c
4043,",",c
4044,I,c
4045,also,c
4046,like,c
4047,painting,c
4048,.,c
4049,My,c
4050,Dad,c
4051,is,c
4052,an,c
4053,amateur,c
4054,painter,c
4055,",",c
4056,and,c
4057,I,c
4058,have,c
4059,begun,c
4060,painting,c
4061,for,c
4062,8,c
4063,years,c
4064,.,c
4065,I,c
4066,'m,c
4067,good,c
4068,at,c
4069,portraits,c
4070,and,c
4071,landscapes,c
4072,.,c
4073,I,c
4074,would,c
4075,also,c
4076,like,c
4077,to,c
4078,play,c
4079,golf,c
4080,during,c
4081,my,c
4082,holiday,c
4083,",",c
4084,but,c
4085,I,c
4086,have,c
4087,never,c
4088,played,c
4089,it,c
4090,before,c
4091,",",c
4092,will,c
4093,I,c
4094,get,c
4095,any,c
4096,tuition,c
4097,?,c
4098,Finally,c
4099,",",c
4100,I,c
4101,should,c
4102,like,c
4103,to,c
4104,ask,c
4105,some,c
4106,questions,c
4107,.,c
4108,How,c
4109,is,c
4110,the,c
4111,weather,c
4112,like,c
4113,in,c
4114,California,c
4115,in,c
4116,July,c
4117,?,c
4118,What,c
4119,kind,c
4120,of,c
4121,clothes,c
4122,should,c
4123,I,c
4124,pack,c
4125,?,c
4126,If,c
4127,I,c
4128,want,c
4129,to,c
4130,buy,c
4131,some,c
4132,gifts,c
4133,",",c
4134,how,c
4135,much,c
4136,money,c
4137,should,c
4138,I,c
4139,take,c
4140,and,c
4141,can,c
4142,I,c
4143,use,c
4144,traveller,c
4145,'s,c
4146,cheques,c
4147,in,c
4148,every,c
4149,place,c
4150,?,c
4151,I,c
4152,am,c
4153,looking,c
4154,forward,c
4155,to,c
4156,hearing,c
4157,from,c
4158,you,c
4159,.,c
4160,Yours,c
4161,sincerely,c
4162,",",c
4163,Shopping,c
4164,is,c
4165,not,c
4166,always,c
4167,enjoyable,c
4168,Our,c
4169,lives,c
4170,are,c
4171,getting,c
4172,better,c
4173,and,c
4174,better,c
4175,",",c
4176,so,c
4177,people,c
4178,began,c
4179,to,c
4180,go,c
4181,shopping,c
4182,more,c
4183,frequently,c
4184,.,c
4185,It,c
4186,'s,c
4187,always,c
4188,a,c
4189,great,c
4190,job,c
4191,to,c
4192,go,c
4193,home,c
4194,with,c
4195,bags,c
4196,of,c
4197,purchases,c
4198,",",c
4199,but,c
4200,is,c
4201,it,c
4202,doing,c
4203,us,c
4204,good,c
4205,apart,c
4206,from,c
4207,the,c
4208,temporary,c
4209,satisfaction,c
4210,?,c
4211,Everyone,c
4212,likes,c
4213,sale,c
4214,",",c
4215,but,c
4216,those,c
4217,so,c
4218,-,c
4219,called,c
4220,sale,c
4221,items,c
4222,are,c
4223,not,c
4224,really,c
4225,of,c
4226,value,c
4227,.,c
4228,In,c
4229,fashion,c
4230,industry,c
4231,",",c
4232,sale,c
4233,begins,c
4234,at,c
4235,the,c
4236,end,c
4237,of,c
4238,each,c
4239,season,c
4240,and,c
4241,just,c
4242,lasts,c
4243,a,c
4244,short,c
4245,time,c
4246,",",c
4247,because,c
4248,those,c
4249,owners,c
4250,want,c
4251,to,c
4252,make,c
4253,room,c
4254,for,c
4255,new,c
4256,stock,c
4257,.,c
4258,But,c
4259,you,c
4260,'ll,c
4261,find,c
4262,your,c
4263,',c
4264,cool,c
4265,bargain,c
4266,',c
4267,soon,c
4268,get,c
4269,out,c
4270,of,c
4271,date,c
4272,and,c
4273,you,c
4274,have,c
4275,to,c
4276,keep,c
4277,buying,c
4278,new,c
4279,ones,c
4280,.,c
4281,Also,c
4282,supermarket,c
4283,owners,c
4284,have,c
4285,put,c
4286,in,c
4287,a,c
4288,vast,c
4289,amount,c
4290,of,c
4291,money,c
4292,to,c
4293,find,c
4294,out,c
4295,the,c
4296,best,c
4297,way,c
4298,to,c
4299,place,c
4300,goods,c
4301,in,c
4302,order,c
4303,to,c
4304,get,c
4305,the,c
4306,most,c
4307,profit,c
4308,.,c
4309,Therefore,c
4310,",",c
4311,we,c
4312,become,c
4313,impulsive,c
4314,buyers,c
4315,easily,c
4316,under,c
4317,these,c
4318,tricks,c
4319,.,c
4320,The,c
4321,result,c
4322,",",c
4323,we,c
4324,feel,c
4325,guilty,c
4326,after,c
4327,spending,c
4328,more,c
4329,than,c
4330,we,c
4331,'ve,c
4332,estimated,c
4333,",",c
4334,or,c
4335,even,c
4336,suffer,c
4337,from,c
4338,financial,c
4339,difficulty,c
4340,.,c
4341,Shopping,c
4342,does,c
4343,not,c
4344,just,c
4345,effect,i
4346,us,c
4347,mentally,c
4348,",",c
4349,but,c
4350,also,c
4351,physically,c
4352,.,c
4353,It,c
4354,'s,c
4355,not,c
4356,hard,c
4357,to,c
4358,realise,c
4359,how,c
4360,exhausted,c
4361,we,c
4362,are,c
4363,after,c
4364,a,c
4365,day,c
4366,of,c
4367,shopping,c
4368,.,c
4369,Think,c
4370,of,c
4371,the,c
4372,awful,c
4373,crowds,c
4374,",",c
4375,the,c
4376,busy,c
4377,car,c
4378,parks,c
4379,",",c
4380,polluted,c
4381,air,c
4382,in,c
4383,the,c
4384,city,c
4385,centres,c
4386,and,c
4387,mile,c
4388,-,c
4389,long,c
4390,queues,c
4391,in,c
4392,front,c
4393,of,c
4394,the,c
4395,cash,c
4396,desks,c
4397,.,c
4398,I,c
4399,do,c
4400,n't,c
4401,think,c
4402,anyone,c
4403,would,c
4404,really,c
4405,like,c
4406,to,c
4407,face,c
4408,them,c
4409,.,c
4410,But,c
4411,once,c
4412,you,c
4413,get,c
4414,there,c
4415,",",c
4416,they,c
4417,'re,c
4418,just,c
4419,inevitable,c
4420,",",c
4421,are,c
4422,n't,c
4423,they,c
4424,?,c
4425,Well,c
4426,",",c
4427,now,c
4428,before,c
4429,you,c
4430,go,c
4431,shopping,c
4432,",",c
4433,think,c
4434,again,c
4435,and,c
4436,you,c
4437,'ll,c
4438,find,c
4439,out,c
4440,it,c
4441,wo,c
4442,n't,c
4443,be,c
4444,always,c
4445,enjoyable,c
4446,.,c
4447,Dear,c
4448,Manager,c
4449,",",c
4450,I,c
4451,'m,c
4452,a,c
4453,person,c
4454,",",c
4455,went,i
4456,to,c
4457,see,c
4458,the,c
4459,musical,c
4460,show,c
4461,",",c
4462,I,c
4463,would,c
4464,like,c
4465,to,c
4466,know,c
4467,something,c
4468,about,c
4469,"""\""""""",c
4470,Over,c
4471,the,c
4472,rainbow,c
4473,"""\""""""",c
4474,programme,c
4475,?,c
4476,You,c
4477,have,c
4478,informed,c
4479,the,c
4480,actor,c
4481,",",c
4482,times,c
4483,",",c
4484,discount,c
4485,and,c
4486,the,c
4487,restaurant,c
4488,to,c
4489,people,c
4490,",",c
4491,but,c
4492,actually,c
4493,what,c
4494,did,c
4495,you,c
4496,do,c
4497,?,c
4498,The,c
4499,first,c
4500,",",c
4501,you,c
4502,have,c
4503,changed,c
4504,the,c
4505,actor,c
4506,.,c
4507,The,c
4508,second,c
4509,",",c
4510,the,c
4511,time,c
4512,is,c
4513,late,c
4514,from,c
4515,19.30,c
4516,",",c
4517,it,c
4518,started,c
4519,20.15,c
4520,.,c
4521,The,c
4522,third,c
4523,",",c
4524,the,c
4525,tickets,c
4526,have,c
4527,not,i
4528,the,c
4529,discount,c
4530,.,c
4531,The,c
4532,last,c
4533,",",c
4534,after,c
4535,show,c
4536,",",c
4537,I,c
4538,could,c
4539,n't,c
4540,go,c
4541,to,c
4542,the,c
4543,restaurant,c
4544,",",c
4545,because,c
4546,it,c
4547,was,c
4548,closed,c
4549,.,c
4550,What's,i
4551,happened,c
4552,?,c
4553,This,c
4554,is,c
4555,the,c
4556,good,i
4557,theatre,c
4558,do,i
4559,",",c
4560,or,c
4561,not,c
4562,?,c
4563,This,c
4564,is,c
4565,the,c
4566,famous,c
4567,theatre,c
4568,.,c
4569,You,c
4570,know,c
4571,",",c
4572,What,i
4573,did,c
4574,people,c
4575,feel,c
4576,?,c
4577,Everybody,c
4578,attented,i
4579,go,i
4580,to,c
4581,the,c
4582,show,c
4583,",",c
4584,funny,i
4585,",",c
4586,and,c
4587,happ,i
4588,in,c
4589,the,c
4590,end,c
4591,",",c
4592,and,c
4593,what,c
4594,have,c
4595,we,c
4596,go,c
4597,then,c
4598,?,c
4599,Disapponted,i
4600,!,c
4601,Thank,c
4602,about,i
4603,that,c
4604,.,c
4605,If,c
4606,you,c
4607,can,c
4608,not,c
4609,managed,i
4610,the,c
4611,programe,c
4612,",",c
4613,why,c
4614,did,c
4615,you,c
4616,informe,i
4617,people,c
4618,before,c
4619,programe,c
4620,start,c
4621,?,c
4622,I,c
4623,tought,i
4624,you,c
4625,inderstood,i
4626,',c
4627,;,c
4628,please,c
4629,send,c
4630,money,c
4631,back,c
4632,to,c
4633,me,c
4634,",",c
4635,you,c
4636,know,c
4637,why,c
4638,",",c
4639,do,c
4640,n't,c
4641,answer,c
4642,me,c
4643,?,c
4644,Thank,c
4645,you,c
4646,",",c
4647,Now,c
4648,we,c
4649,know,c
4650,",",c
4651,our,c
4652,world,c
4653,have,c
4654,developed,c
4655,to,c
4656,new,c
4657,world,c
4658,",",c
4659,becase,i
4660,we,c
4661,have,c
4662,high,c
4663,technology,c
4664,to,c
4665,do,c
4666,.,c
4667,If,c
4668,we,c
4669,came,c
4670,back,c
4671,to,c
4672,the,c
4673,past,c
4674,",",c
4675,we,c
4676,felt,c
4677,everything,c
4678,",",c
4679,it,c
4680,was,c
4681,so,c
4682,difficult,c
4683,to,c
4684,do,c
4685,",",c
4686,we,c
4687,would,c
4688,have,c
4689,plane,i
4690,and,c
4691,done,c
4692,by,c
4693,ourself,c
4694,and,c
4695,last,c
4696,time,c
4697,.,c
4698,In,c
4699,the,c
4700,present,c
4701,",",c
4702,the,c
4703,teachnology,i
4704,is,c
4705,a,c
4706,past,c
4707,of,c
4708,life,c
4709,.,c
4710,It,c
4711,started,c
4712,from,c
4713,got,i
4714,up,c
4715,in,c
4716,the,c
4717,morning,c
4718,",",c
4719,we,c
4720,have,c
4721,the,c
4722,machine,c
4723,help,c
4724,us,c
4725,to,c
4726,cook,c
4727,",",iron
4728,",",c
4729,cleanning,i
4730,",",c
4731,washing,c
4732,",",c
4733,and,c
4734,then,c
4735,we,c
4736,went,c
4737,out,c
4738,to,c
4739,work,c
4740,",",c
4741,there,c
4742,are,c
4743,car,c
4744,",",c
4745,sky,c
4746,train,c
4747,to,c
4748,travel,c
4749,for,c
4750,help,c
4751,us,c
4752,convenience,i
4753,and,c
4754,quickly,c
4755,.,c
4756,While,c
4757,we,c
4758,worked,c
4759,at,c
4760,the,c
4761,office,c
4762,",",c
4763,there,c
4764,are,c
4765,the,c
4766,computer,c
4767,and,c
4768,equipment,c
4769,for,c
4770,help,c
4771,to,c
4772,work,c
4773,and,c
4774,easy,i
4775,",",c
4776,after,c
4777,we,c
4778,have,c
4779,finished,c
4780,work,c
4781,",",c
4782,we,c
4783,come,c
4784,back,c
4785,home,c
4786,",",c
4787,there,c
4788,are,c
4789,television,c
4790,for,c
4791,get,i
4792,information,c
4793,",",c
4794,news,c
4795,",",c
4796,data,c
4797,by,c
4798,different,c
4799,way,c
4800,and,c
4801,quickly,c
4802,.,c
4803,How,c
4804,has,c
4805,modern,c
4806,technology,c
4807,changed,c
4808,your,c
4809,daily,c
4810,life,c
4811,?,c
4812,We,c
4813,appreciated,i
4814,the,c
4815,mordern,c
4816,technology,c
4817,changed,c
4818,my,c
4819,daily,c
4820,life,c
4821,for,c
4822,help,c
4823,every,i
4824,easy,i
4825,and,c
4826,quickly,c
4827,",",c
4828,we,c
4829,have,c
4830,time,c
4831,to,c
4832,do,c
4833,many,c
4834,things,c
4835,.,c
4836,Dear,c
4837,Mr,c
4838,Robertson,c
4839,",",c
4840,Regarding,c
4841,the,c
4842,programme,c
4843,you,c
4844,have,c
4845,organised,c
4846,",",it
4847,is,c
4848,great,c
4849,ideas,i
4850,everything,c
4851,that,c
4852,you,c
4853,have,c
4854,planed,i
4855,",",c
4856,but,c
4857,I,c
4858,would,c
4859,like,c
4860,to,c
4861,suggest,c
4862,to,c
4863,you,c
4864,something,
4865,It's,c
4866,seems,i
4867,relaxing,c
4868,to,c
4869,go,c
4870,to,c
4871,Greenwich,c
4872,in,c
4873,the,c
4874,afternoon,c
4875,looking,c
4876,though,i
4877,the,c
4878,river,c
4879,.,c
4880,The,c
4881,idea,c
4882,about,i
4883,going,c
4884,to,c
4885,science,c
4886,museum,c
4887,is,c
4888,fantastic,c
4889,",",c
4890,I,c
4891,read,c
4892,about,i
4893,the,c
4894,museum,c
4895,",",c
4896,it,c
4897,is,c
4898,really,c
4899,interesting,c
4900,in,i
4901,science,c
4902,history,c
4903,.,c
4904,After,c
4905,all,c
4906,morning,c
4907,in,c
4908,the,c
4909,Museum,c
4910,",",c
4911,it,c
4912,is,c
4913,wonderful,c
4914,and,c
4915,on,c
4916,tuesday,c
4917,doing,i
4918,some,c
4919,shops,c
4920,",",c
4921,whereas,c
4922,the,c
4923,student,c
4924,have,c
4925,another,c
4926,idea,c
4927,for,c
4928,tuesday,c
4929,.,c
4930,On,c
4931,Wednesday,c
4932,after,c
4933,viseted,i
4934,national,c
4935,Art,c
4936,Gallery,c
4937,",",c
4938,we,c
4939,can,c
4940,have,c
4941,a,c
4942,chat,c
4943,about,i
4944,ours,i
4945,next,c
4946,holiday,c
4947,at,c
4948,the,c
4949,free,c
4950,time,c
4951,in,c
4952,the,c
4953,afternoon,c
4954,.,c
4955,The,c
4956,advertisement,c
4957,that,c
4958,students,c
4959,saw,c
4960,is,c
4961,about,c
4962,a,c
4963,fashion,c
4964,show,c
4965,",",c
4966,but,c
4967,to,c
4968,go,c
4969,to,c
4970,the,c
4971,show,c
4972,you,c
4973,will,c
4974,need,c
4975,cancel,i
4976,the,c
4977,tour,c
4978,on,c
4979,tuesday,c
4980,and,c
4981,add,c
4982,the,c
4983,show,c
4984,",",c
4985,because,c
4986,the,c
4987,show,c
4988,is,c
4989,from,c
4990,10.00,c
4991,to,c
4992,19.00,c
4993,.,c
4994,I,c
4995,look,c
4996,forward,c
4997,to,c
4998,hearing,c
4999,from,c
5000,you,c
5001,.,c
5002,Yours,c
5003,faithfully,c
5004,",",c
5005,Freedom,c
5006,!,c
5007,Nowadays,c
5008,the,c
5009,main,c
5010,attroction,i
5011,in,c
5012,the,c
5013,newspapers,c
5014,and,c
5015,television,c
5016,is,c
5017,private,c
5018,life,c
5019,of,c
5020,famous,c
5021,people,c
5022,.,c
5023,It,c
5024,is,c
5025,really,c
5026,interesting,c
5027,how,c
5028,people,c
5029,like,c
5030,knowing,i
5031,famous,c
5032,people,c
5033,life,c
5034,.,c
5035,Without,c
5036,someone,c
5037,famous,c
5038,know,c
5039,",",c
5040,photographs,c
5041,take,c
5042,pictures,c
5043,secretly,c
5044,",",c
5045,try,c
5046,to,c
5047,get,c
5048,money,c
5049,on,c
5050,it,c
5051,.,c
5052,Sometimes,c
5053,being,c
5054,famous,c
5055,can,c
5056,get,c
5057,stress,i
5058,",",c
5059,everywhere,c
5060,they,c
5061,go,c
5062,there,c
5063,are,c
5064,people,c
5065,around,c
5066,them,c
5067,",",c
5068,especially,c
5069,journalists,c
5070,",",c
5071,trying,c
5072,to,c
5073,ask,c
5074,millions,c
5075,questions,c
5076,.,c
5077,Famous,c
5078,people,c
5079,deserve,c
5080,to,c
5081,have,c
5082,freedom,c
5083,to,c
5084,do,c
5085,whatever,c
5086,they,c
5087,want,c
5088,",",c
5089,but,c
5090,it,c
5091,is,c
5092,quite,c
5093,difficult,c
5094,to,c
5095,do,c
5096,thing,i
5097,in,c
5098,a,c
5099,public,c
5100,places,i
5101,",",c
5102,because,c
5103,nobody,c
5104,like,i
5105,famous,c
5106,politicians,c
5107,or,c
5108,film,c
5109,stars,c
5110,without,c
5111,asking,c
5112,questions,c
5113,.,c
5114,On,c
5115,the,c
5116,whole,c
5117,",",c
5118,to,c
5119,be,c
5120,rich,c
5121,and,c
5122,famous,c
5123,do,c
5124,n't,c
5125,always,c
5126,bring,c
5127,happeness,i
5128,",",c
5129,whereas,c
5130,the,c
5131,majority,c
5132,of,c
5133,the,c
5134,population,c
5135,wish,c
5136,they,c
5137,were,c
5138,rich,c
5139,and,c
5140,famous,c
5141,.,c
5142,Dear,c
5143,Sir,c
5144,or,c
5145,Madam,c
5146,I,c
5147,am,c
5148,writing,c
5149,to,c
5150,complain,c
5151,about,i
5152,the,c
5153,musical,c
5154,show,c
5155,"""\""""""",c
5156,Over,c
5157,the,c
5158,rainbow,c
5159,"""\""""""",c
5160,which,c
5161,was,c
5162,performed,c
5163,in,c
5164,your,c
5165,theatre,c
5166,two,c
5167,weeks,c
5168,ago,c
5169,.,c
5170,I,c
5171,went,c
5172,to,c
5173,see,c
5174,it,c
5175,on,c
5176,5th,c
5177,June,c
5178,2000,c
5179,.,c
5180,First,c
5181,of,c
5182,all,c
5183,that,c
5184,evening,c
5185,there,c
5186,was,c
5187,not,c
5188,Danny,c
5189,Brook,c
5190,but,c
5191,an,c
5192,unknown,c
5193,and,c
5194,not,c
5195,very,c
5196,good,c
5197,actor,c
5198,.,c
5199,Secondly,c
5200,the,c
5201,show,c
5202,started,c
5203,45,c
5204,minutes,c
5205,late,c
5206,.,c
5207,Then,c
5208,at,c
5209,the,c
5210,tickets,c
5211,-,c
5212,office,c
5213,I,c
5214,was,c
5215,said,i
5216,that,c
5217,no,c
5218,discounts,c
5219,were,c
5220,available,c
5221,so,c
5222,I,c
5223,had,c
5224,to,c
5225,pay,c
5226,the,c
5227,full,c
5228,prize,c
5229,despite,c
5230,I,c
5231,am,c
5232,a,c
5233,student,c
5234,.,c
5235,Finally,c
5236,I,c
5237,would,c
5238,have,c
5239,had,c
5240,dinner,c
5241,at,c
5242,the,c
5243,theatre,c
5244,restaurant,c
5245,if,c
5246,it,c
5247,had,c
5248,not,c
5249,been,c
5250,already,c
5251,closed,c
5252,because,c
5253,the,c
5254,show,c
5255,finished,c
5256,",",c
5257,obviously,c
5258,",",c
5259,late,c
5260,.,c
5261,I,c
5262,am,c
5263,really,c
5264,not,c
5265,satisfied,c
5266,with,c
5267,the,c
5268,show,c
5269,-,c
5270,organization,c
5271,particularly,c
5272,because,c
5273,in,c
5274,the,c
5275,advertisement,c
5276,you,c
5277,wrote,c
5278,something,c
5279,different,c
5280,.,c
5281,For,c
5282,this,c
5283,reason,c
5284,I,c
5285,expect,c
5286,to,c
5287,receive,c
5288,my,c
5289,money,c
5290,back,c
5291,.,c
5292,Yours,c
5293,faithfully,c
5294,Unfortunately,i
5295,",",c
5296,Pat,c
5297,was,c
5298,n't,c
5299,good,c
5300,at,c
5301,keeping,c
5302,secret,c
5303,.,c
5304,Last,c
5305,week,c
5306,we,c
5307,had,c
5308,another,c
5309,demostration,i
5310,of,c
5311,this,c
5312,.,c
5313,On,c
5314,Monday,c
5315,we,c
5316,decided,c
5317,to,c
5318,organize,c
5319,a,c
5320,surprise,c
5321,-,c
5322,party,c
5323,for,c
5324,Ted,c
5325,'s,c
5326,birthday,c
5327,on,c
5328,Tuesday,c
5329,evening,c
5330,.,c
5331,Each,c
5332,of,c
5333,us,c
5334,had,c
5335,a,c
5336,different,c
5337,task,c
5338,.,c
5339,Anna,c
5340,prepared,c
5341,the,c
5342,cake,c
5343,",",c
5344,Peter,c
5345,organized,c
5346,the,c
5347,music,c
5348,",",c
5349,Heather,c
5350,and,c
5351,I,c
5352,went,c
5353,to,c
5354,buy,c
5355,the,c
5356,present,c
5357,;,c
5358,Pat,c
5359,said,c
5360,:,c
5361,"""\""""""",c
5362,OK,c
5363,I,c
5364,'ll,c
5365,phone,c
5366,to,c
5367,some,c
5368,of,c
5369,Ted,c
5370,'s,c
5371,friends,c
5372,to,c
5373,invite,c
5374,them,c
5375,"""\""""""",c
5376,.,c
5377,Obviously,c
5378,Ted,c
5379,should,c
5380,have,c
5381,known,c
5382,nothing,c
5383,about,c
5384,it,c
5385,and,c
5386,we,c
5387,remembered,c
5388,it,c
5389,to,c
5390,Pat,c
5391,twice,c
5392,:,c
5393,"""\""""""",c
5394,the,c
5395,party,c
5396,is,c
5397,a,c
5398,secret,c
5399,!,c
5400,!,c
5401,"""\""""""",c
5402,and,c
5403,she,c
5404,said,c
5405,:,c
5406,"""\""""""",c
5407,Yes,c
5408,",",c
5409,it,c
5410,must,c
5411,be,c
5412,a,c
5413,surprise,c
5414,!,c
5415,"""\""""""",c
5416,On,c
5417,Tuesday,c
5418,afternoon,c
5419,we,c
5420,met,c
5421,to,c
5422,prepare,c
5423,the,c
5424,last,c
5425,details,c
5426,;,c
5427,Pat,c
5428,said,c
5429,:,c
5430,"""\""""""",c
5431,I,c
5432,'ve,i
5433,just,c
5434,phoned,c
5435,to,c
5436,Tommy,c
5437,",",c
5438,Billy,c
5439,and,c
5440,Alison,c
5441,and,c
5442,I,c
5443,met,c
5444,Ted,c
5445,yesterday,c
5446,evening,c
5447,:,c
5448,they,c
5449,all,c
5450,have,c
5451,said,c
5452,ok,c
5453,for,c
5454,the,c
5455,party,c
5456,..,c
5457,"""\""""""",c
5458,In,c
5459,that,c
5460,moment,c
5461,she,c
5462,understood,c
5463,that,c
5464,something,c
5465,was,c
5466,wrong,c
5467,!,c
5468,Dear,c
5469,Mr,c
5470,Robertson,c
5471,",",c
5472,Thank,c
5473,you,c
5474,for,c
5475,organising,c
5476,good,c
5477,programme,c
5478,",",c
5479,especially,c
5480,like,i
5481,sightseeing,c
5482,from,c
5483,River,c
5484,trip,c
5485,to,c
5486,Greenwich,c
5487,in,c
5488,London,c
5489,for,c
5490,three,c
5491,days,c
5492,.,c
5493,I,c
5494,am,c
5495,writing,c
5496,on,c
5497,behalf,c
5498,of,c
5499,my,c
5500,classmates,c
5501,to,c
5502,give,c
5503,the,c
5504,information,c
5505,of,i
5506,',c
5507,The,c
5508,London,c
5509,Fashion,c
5510,And,c
5511,Leisure,c
5512,Show,c
5513,',c
5514,which,c
5515,we,c
5516,would,c
5517,like,c
5518,to,c
5519,go,c
5520,and,c
5521,to,c
5522,huggest,i
5523,our,c
5524,opinion,c
5525,.,c
5526,We,c
5527,have,c
5528,seen,c
5529,an,c
5530,advertisement,c
5531,of,i
5532,last,c
5533,Saturday,c
5534,',c
5535,The,c
5536,Times,c
5537,',c
5538,edition,c
5539,of,c
5540,the,c
5541,show,c
5542,.,c
5543,It,c
5544,will,c
5545,be,c
5546,held,c
5547,in,c
5548,Central,c
5549,Exhibition,c
5550,Hall,c
5551,",",c
5552,London,c
5553,or,i
5554,Tuesday,c
5555,March,c
5556,14,c
5557,from,c
5558,10.00,c
5559,to,c
5560,19.00,c
5561,.,c
5562,Firstly,c
5563,",",c
5564,it,c
5565,will,c
5566,introduce,c
5567,latest,c
5568,fashions,c
5569,connecting,i
5570,Millenium,c
5571,.,c
5572,Secondly,c
5573,",",c
5574,we,c
5575,will,c
5576,be,c
5577,able,c
5578,to,c
5579,see,c
5580,leisure,c
5581,and,c
5582,sports,c
5583,wear,c
5584,about,c
5585,fashion,c
5586,trend,c
5587,of,c
5588,next,c
5589,year,c
5590,.,c
5591,It,c
5592,would,c
5593,be,c
5594,fantastic,c
5595,opportunity,c
5596,to,c
5597,the,c
5598,students,c
5599,who,c
5600,study,c
5601,a,c
5602,fashion,c
5603,.,c
5604,Finally,c
5605,",",c
5606,we,c
5607,can,c
5608,see,c
5609,how,c
5610,to,c
5611,make,c
5612,up,c
5613,and,c
5614,make,c
5615,better,c
5616,hairstyle,c
5617,in,c
5618,the,c
5619,show,c
5620,.,c
5621,Most,c
5622,of,c
5623,all,c
5624,",",c
5625,It,c
5626,is,c
5627,free,c
5628,for,c
5629,students,c
5630,to,c
5631,enter,c
5632,.,c
5633,We,c
5634,would,c
5635,like,c
5636,to,c
5637,know,c
5638,if,c
5639,it,c
5640,is,c
5641,possible,c
5642,to,c
5643,change,c
5644,your,c
5645,programme,c
5646,.,c
5647,We,c
5648,would,c
5649,be,c
5650,grateful,c
5651,if,c
5652,we,c
5653,could,c
5654,go,c
5655,there,c
5656,in,c
5657,the,c
5658,afternoon,c
5659,on,c
5660,14,c
5661,March,c
5662,because,c
5663,we,c
5664,are,c
5665,able,c
5666,to,c
5667,go,c
5668,shopping,c
5669,.,c
5670,We,c
5671,look,c
5672,forward,c
5673,to,c
5674,hearing,c
5675,from,c
5676,you,c
5677,.,c
5678,Yours,c
5679,Sincerely,c
5680,",",c
5681,It,c
5682,was,c
5683,dangerous,c
5684,",",c
5685,but,c
5686,I,c
5687,knew,c
5688,I,c
5689,had,c
5690,to,c
5691,do,c
5692,it,c
5693,.,c
5694,Whenever,c
5695,I,c
5696,recollet,i
5697,it,c
5698,",",c
5699,I,c
5700,feel,c
5701,self,c
5702,-,c
5703,confident,c
5704,.,c
5705,When,c
5706,I,c
5707,was,c
5708,twenty,c
5709,years,c
5710,old,c
5711,",",c
5712,I,c
5713,had,c
5714,to,c
5715,go,c
5716,to,c
5717,Army,c
5718,.,c
5719,As,c
5720,you,c
5721,know,c
5722,",",c
5723,my,c
5724,country,c
5725,has,c
5726,been,c
5727,separated,c
5728,into,c
5729,two,c
5730,countries,c
5731,(,c
5732,South,c
5733,and,c
5734,North,c
5735,Korea,c
5736,),c
5737,.,c
5738,However,c
5739,",",c
5740,instead,c
5741,of,c
5742,going,c
5743,to,c
5744,Army,c
5745,",",c
5746,I,c
5747,was,c
5748,able,c
5749,to,c
5750,apply,c
5751,to,c
5752,Korea,c
5753,Auxiliary,c
5754,Police,c
5755,.,c
5756,One,c
5757,year,c
5758,later,c
5759,",",c
5760,I,c
5761,was,c
5762,working,c
5763,in,c
5764,Kang,c
5765,-,c
5766,nam,c
5767,police,c
5768,station,c
5769,in,c
5770,Seoul,c
5771,.,c
5772,Suddenly,c
5773,",",c
5774,the,c
5775,theft,c
5776,signal,c
5777,came,c
5778,into,i
5779,.,c
5780,So,c
5781,",",c
5782,another,c
5783,policeman,c
5784,and,c
5785,I,c
5786,had,c
5787,to,c
5788,arrive,c
5789,at,c
5790,the,c
5791,accident,c
5792,place,c
5793,quickly,c
5794,.,c
5795,When,c
5796,we,c
5797,arrived,c
5798,at,c
5799,the,c
5800,place,c
5801,which,c
5802,it,c
5803,happened,c
5804,",",c
5805,one,c
5806,man,c
5807,started,c
5808,running,c
5809,away,c
5810,.,c
5811,Without,c
5812,any,c
5813,thought,c
5814,",",c
5815,I,c
5816,ran,c
5817,quickly,c
5818,like,c
5819,a,c
5820,swallow,c
5821,.,c
5822,Then,c
5823,",",c
5824,he,i
5825,tried,c
5826,to,c
5827,go,c
5828,over,c
5829,the,c
5830,wall,c
5831,",",c
5832,I,c
5833,held,c
5834,his,c
5835,leg,c
5836,.,c
5837,He,c
5838,fell,c
5839,down,c
5840,and,c
5841,we,c
5842,had,c
5843,to,c
5844,stare,c
